AUID_NEW,ARB2017.id,ARB2017.pctId,ARB2017.alen,ARB2017.evalue,Genomes879.id,Genomes879.pctId,Genomes879.alen,Genomes879.evalue,Genomes879.tax,MarineDiazo.subject,MarineDiazo.pid,MarineDiazo.alen,MarineDiazo.evalue,MarineDiazo.description,AUID,UCYNA_oligos,qcovs,pident,evalue,bitscore,Genoes879.pid_flag,MarineDiazo.ID,consensus_id,subcluster,cluster,CON,nifH_cluster,group1,group2,group3,group4,CyanoCON,crocoCMB,CyanoGroups,CyanoGroupsII,CyanoGroupsIII,CyanoGroupsIV
AUID.23481,AMM02611.1|uncultured_prokaryote,96.949,295,3.5199999999999997e-140,Geobacter uraniireducens,95.918,98,1.81e-65,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,NA,NA,NA,NA,NA,AUID.30077,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.2349,BAV13454.1|uncultured_bacterium,99.02,306,2.78e-156,Clostridium ljungdahlii,71.845,103,3.0500000000000007e-52,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium,NA,NA,NA,NA,NA,AUID.1136,NA,NA,NA,NA,NA,NA,NA,unknown4,4F,4,unknown4,4,4,4,4,1B & 1G,4,unknown4,unknown4,unknown4,unknown4,unknown4
AUID.23491,ACP42189.1|uncultured_bacterium,98.471,327,1.37e-164,Pelobacter carbinolicus,96.33,109,8.08e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.12454,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.23501,AKV16206.1|uncultured_nitrogen-fixing,94.817,328,3.9199999999999996e-145,Pelobacter carbinolicus,95.413,109,2.7999999999999998e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.12455,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.23512,AFD03745.1|uncultured_bacterium,90.549,328,3.1399999999999996e-121,Pelobacter carbinolicus,94.495,109,9.92e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.12456,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.23523,ALJ51834.1|uncultured_bacterium,96.646,328,3.87e-155,Pelobacter carbinolicus,93.578,109,4.72e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.12457,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.23534,ACT67984.1|Bradyrhizobium_japonicum,77.508,329,4.49e-50,Syntrophobacter fumaroxidans,86.239,109,2.88e-65,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter,NA,NA,NA,NA,NA,AUID.12458,NA,NA,NA,NA,NA,NA,NA,unknown3,3N,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23543,AHN51661.1|uncultured_bacterium,80.805,323,3.4e-66,Desulfonatronospira thiodismutans,90.826,109,2.62e-67,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfonatronospira,NA,NA,NA,NA,NA,AUID.12459,NA,NA,NA,NA,NA,NA,NA,unknown3,3R,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23549,AHN50967.1|uncultured_bacterium,83.841,328,4.27e-85,Teredinibacter turnerae,92.661,109,4.36e-71,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadalesgeneraincertaesedis;Teredinibacter,NA,NA,NA,NA,NA,AUID.12460,NA,NA,NA,NA,NA,NA,NA,unknown1G,1G,1,unknown1G,1G,1G,1G,1B 1J/1K,1B & 1G,1G,unknown1G,unknown1G,unknown1G,unknown1G,unknown1G
AUID.23560,AKP56063.1|uncultured_nitrogen-fixing,90.52,327,3.1399999999999996e-121,Desulfovibrio aespoeensis,95.413,109,2.17e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.10188,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23561,AKS11334.1|uncultured_microorganism,99.39,328,3.79e-170,Pelobacter carbinolicus,94.495,109,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.10416,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.23562,ALN98305.1|uncultured_bacterium,90.826,327,6.75e-123,Azotobacter vinelandii,93.578,109,4.3e-72,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azotobacter,NA,NA,NA,NA,NA,AUID.12462,NA,NA,NA,NA,NA,NA,NA,unknown1G,1G,1,unknown1G,1G,1G,1G,1B 1J/1K,1B & 1G,1G,unknown1G,unknown1G,unknown1G,unknown1G,unknown1G
AUID.23570,ADO24990.1|uncultured_bacterium,82.569,327,7.2e-78,Verrucomicrobiae bacterium,88.073,109,8.85e-68,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,NA,NA,NA,NA,NA,AUID.12463,NA,NA,NA,NA,NA,NA,NA,unknown3,3Q,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23573,ARJ57540.1|uncultured_bacterium,92.409,303,2.8799999999999995e-121,Desulfovibrio aespoeensis,94.059,101,2.54e-65,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.30157,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.2358,ALV82216.1|uncultured_bacterium,93.16,307,8.07e-127,Rhodospirillum rubrum,89.216,102,2.26e-44,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillum,NA,NA,NA,NA,NA,AUID.1137,NA,NA,NA,NA,NA,NA,NA,unknown2C,2C,2,unknown2C,2,2,2,2,1B & 1G,2,unknown2C,unknown2C,unknown2C,unknown2C,unknown2C
AUID.23582,AAZ06758.1|uncultured_nitrogen-fixing,88.685,327,3.19e-111,Candidatus Azobacteroides,85.321,109,6.029999999999999e-67,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;CandidatusAzobacteroides;__g,NA,NA,NA,NA,NA,AUID.30165,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23598,ABF66426.1|uncultured_bacterium,91.667,324,3.12e-126,Geobacter uraniireducens,98.165,109,5.280000000000001e-77,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,NA,NA,NA,NA,NA,AUID.12467,NA,NA,NA,NA,NA,1,NA,Geobacter uraniireducens,1A,1,Geobacter uraniireducens,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,Geobacter uraniireducens,Geobacter uraniireducens,Geobacter uraniireducens,Geobacter uraniireducens,Geobacter uraniireducens
AUID.23617,AKV16171.1|uncultured_nitrogen-fixing,83.121,314,9.31e-77,Desulfovibrio aespoeensis,96.33,109,1.8300000000000001e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.30195,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23625,AAC36043.1|unidentified_bacterium,85.933,327,3.2499999999999996e-96,Pseudomonas stutzeri,98.165,109,1.86e-76,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,NA,NA,NA,NA,NA,AUID.12471,NA,NA,NA,NA,NA,1,NA,Pseudomonas stutzeri,1G,1,Pseudomonas stutzeri,1G,1G,1G,1B 1J/1K,1B & 1G,1G,Pseudomonas stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri
AUID.23634,ARJ57654.1|uncultured_bacterium,80.734,327,7.27e-68,Chloroherpeton thalassium,87.037,108,6.719999999999999e-66,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton,NA,NA,NA,NA,NA,AUID.10417,NA,NA,NA,NA,NA,NA,NA,unknown3,3N,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23646,ALJ51860.1|uncultured_bacterium,93.769,321,3.0799999999999998e-136,Desulfuromonas acetoxidans,98.165,109,5.6e-76,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas,NA,NA,NA,NA,NA,AUID.12473,NA,NA,NA,NA,NA,1,NA,Desulfuromonas acetoxidans,1A,1,Desulfuromonas acetoxidans,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans
AUID.23649,AKS11230.1|uncultured_microorganism,78.997,319,1.2399999999999998e-55,Desulfatibacillum alkenivorans,90.826,109,8.97e-69,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,NA,NA,NA,NA,NA,AUID.30222,NA,NA,NA,NA,NA,NA,NA,unknown3,3Q,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23657,AHH85775.1|uncultured_bacterium,99.39,328,3.79e-170,Verrucomicrobiae bacterium,96.33,109,6.329999999999999e-74,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,NA,NA,NA,NA,NA,AUID.30229,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23658,AFD03726.1|uncultured_bacterium,91.131,327,1.4499999999999999e-124,Pelobacter carbinolicus,92.661,109,1.6000000000000001e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.12475,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.23659,ALJ52007.1|uncultured_bacterium,96.341,328,1.7999999999999996e-153,Desulfuromonas acetoxidans,98.165,109,5.19e-76,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas,NA,NA,NA,NA,NA,AUID.30230,NA,NA,NA,NA,NA,1,NA,Desulfuromonas acetoxidans,1A,1,Desulfuromonas acetoxidans,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans
AUID.23660,BAV19171.1|uncultured_marine,90.169,295,7.959999999999998e-107,Pelobacter carbinolicus,94.898,98,2.7e-64,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.30231,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.23664,AEE37962.1|uncultured_bacterium,94.444,324,3.05e-141,Pelobacter carbinolicus,95.413,109,2.7999999999999998e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.12476,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.23666,AKS11461.1|uncultured_microorganism,94.19,327,3.05e-141,Pelobacter carbinolicus,94.495,109,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.30236,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.23669,AFD03618.1|uncultured_bacterium,100,327,6.2899999999999996e-173,Pelobacter carbinolicus,94.495,109,1.2600000000000002e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,CB914H4,99.388,327,6.55e-172,NB3-Pelobacter|CB914H4,AUID.12477,NA,NA,NA,NA,NA,NA,NB3-Pelobacter|CB914H4;CB914H4,NB3-Pelobacter|CB914H4;CB914H4,1A,1,NB3-Pelobacter|CB914H4;CB914H4,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,NB3-Pelobacter|CB914H4;CB914H4,NB3-Pelobacter|CB914H4;CB914H4,NB3-Pelobacter|CB914H4;CB914H4,NB3-Pelobacter|CB914H4;CB914H4,NB3-Pelobacter|CB914H4;CB914H4
AUID.2367,ANQ29459.1|Vibrio_natriegens,99.677,310,7.769999999999999e-162,Teredinibacter turnerae,94.175,103,4.94e-69,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadalesgeneraincertaesedis;Teredinibacter,NA,NA,NA,NA,NA,AUID.1138,NA,NA,NA,NA,NA,NA,NA,unknown1G,1G,1,unknown1G,1G,1G,1G,1B 1J/1K,1B & 1G,1G,unknown1G,unknown1G,unknown1G,unknown1G,unknown1G
AUID.23670,ABQ50615.1|uncultured_microorganism,83.23,322,1.5200000000000002e-79,Clostridium cellulovorans,90.654,107,4e-69,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium,NA,NA,NA,NA,NA,AUID.30239,NA,NA,NA,NA,NA,NA,NA,unknown2D,2D,2,unknown2D,2,2,2,2,1B & 1G,2,unknown2D,unknown2D,unknown2D,unknown2D,unknown2D
AUID.23674,APP90285.1|uncultured_bacterium,94.753,324,6.5e-143,Burkholderia xenovorans,98.148,108,1.6999999999999996e-75,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,NA,NA,NA,NA,NA,AUID.12478,NA,NA,NA,NA,NA,1,NA,Burkholderia xenovorans,1K,1,Burkholderia xenovorans,1J/1K,1J/1K,"1A,  3,  &  1J/1K",1B 1J/1K,1A/C3 1J/1K,1J/1K,Burkholderia xenovorans,Burkholderia xenovorans,Burkholderia xenovorans,Burkholderia xenovorans,Burkholderia xenovorans
AUID.2368,ACD87604.1|uncultured_bacterium,89.644,309,1.3899999999999999e-109,Teredinibacter turnerae,97.087,103,7.2e-71,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadalesgeneraincertaesedis;Teredinibacter,NA,NA,NA,NA,NA,AUID.1830,NA,NA,NA,NA,NA,1,NA,Teredinibacter turnerae,1G,1,Teredinibacter turnerae,1G,1G,1G,1B 1J/1K,1B & 1G,1G,Teredinibacter turnerae,Teredinibacter turnerae,Teredinibacter turnerae,Teredinibacter turnerae,Teredinibacter turnerae
AUID.23683,AFP19155.1|uncultured_bacterium,93.902,328,3.95e-140,Anaeromyxobacter sp.,95.413,109,3.85e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacterineae;Anaeromyxobacter,NA,NA,NA,NA,NA,AUID.12479,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.23685,AKV16206.1|uncultured_nitrogen-fixing,99.694,327,2.9299999999999997e-171,Pelobacter carbinolicus,95.413,109,2.7999999999999998e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.10418,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.23687,AKS11156.1|uncultured_microorganism,84,325,1.54e-84,delta proteobacterium,94.495,109,2.86e-72,Bacteria;Proteobacteria;Deltaproteobacteria;__o;__f;__g,NA,NA,NA,NA,NA,AUID.30253,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.2369,ABY55087.1|uncultured_soil,92.182,307,8.13e-122,Xanthobacter autotrophicus,93.137,102,1.0799999999999999e-67,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter,NA,NA,NA,NA,NA,AUID.1831,NA,NA,NA,NA,NA,NA,NA,unknown1K,1K,1,unknown1K,1J/1K,1J/1K,"1A,  3,  &  1J/1K",1B 1J/1K,1A/C3 1J/1K,1J/1K,unknown1K,unknown1K,unknown1K,unknown1K,unknown1K
AUID.23691,ARA12368.1|uncultured_bacterium,79.805,307,9.569999999999999e-57,Dehalococcoides ethenogenes,89.908,109,2.25e-70,Bacteria;Chloroflexi;Dehalococcoidetes;__o;__f;Dehalococcoides,NA,NA,NA,NA,NA,AUID.12480,NA,NA,NA,NA,NA,NA,NA,unknown3,3I,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23692,AKP56024.1|uncultured_nitrogen-fixing,95.427,328,1.8099999999999998e-148,Pseudomonas stutzeri,97.248,109,9.53e-76,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,NA,NA,NA,NA,NA,AUID.12481,NA,NA,NA,NA,NA,1,NA,Pseudomonas stutzeri,1G,1,Pseudomonas stutzeri,1G,1G,1G,1B 1J/1K,1B & 1G,1G,Pseudomonas stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri,Pseudomonas stutzeri
AUID.23702,BAQ19871.1|uncultured_marine,90.214,327,1.4599999999999996e-119,Pseudomonas stutzeri,93.578,109,2.17e-73,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,NA,NA,NA,NA,NA,AUID.12483,NA,NA,NA,NA,NA,NA,NA,unknown1G,1G,1,unknown1G,1G,1G,1G,1B 1J/1K,1B & 1G,1G,unknown1G,unknown1G,unknown1G,unknown1G,unknown1G
AUID.23734,AKV16199.1|uncultured_nitrogen-fixing,99.39,328,3.79e-170,Desulfovibrio magneticus,85.321,109,2.7600000000000002e-65,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.12487,NA,NA,NA,NA,NA,NA,NA,unknown3,3G,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23751,ADO25023.1|uncultured_bacterium,81.595,326,2.6099999999999997e-72,Desulfovibrio vulgaris,88.073,109,3.72e-68,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.10419,NA,NA,NA,NA,NA,NA,NA,unknown3,3I,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23763,ADM51394.1|uncultured_bacterium,89.408,321,6.83e-113,Verrucomicrobiae bacterium,87.963,108,1.5799999999999998e-66,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,NA,NA,NA,NA,NA,AUID.30316,NA,NA,NA,NA,NA,NA,NA,unknown3,3J,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23764,AKP55777.1|uncultured_nitrogen-fixing,95.732,328,3.8899999999999996e-150,Desulfovibrio vulgaris,87.156,109,2e-56,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.12492,NA,NA,NA,NA,NA,NA,NA,unknown3,3N,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23770,AHA49984.1|uncultured_bacterium,100,295,3.45e-155,Pelobacter carbinolicus,96.939,98,2.93e-65,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.12493,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.23776,AHN50740.1|uncultured_bacterium,85.231,325,3.2799999999999996e-91,Desulfatibacillum alkenivorans,94.495,109,1.2e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,NA,NA,NA,NA,NA,AUID.30327,NA,NA,NA,NA,NA,NA,NA,unknown3,3H,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.2378,AHN50650.1|uncultured_bacterium,95.455,308,4.81e-139,Desulfovibrio aespoeensis,95.146,103,4e-59,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.1139,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23783,ALJ51849.1|uncultured_bacterium,90.549,328,8.73e-122,Pelobacter carbinolicus,95.413,109,2.7999999999999998e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.12494,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.23788,ADM51608.1|uncultured_bacterium,84.783,322,7.089999999999999e-88,Opitutaceae bacterium,88.991,109,3.62e-68,Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;__g,NA,NA,NA,NA,NA,AUID.10420,NA,NA,NA,NA,NA,NA,NA,unknown3,3Q,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23789,AEI72323.1|uncultured_bacterium,92.638,326,2.3899999999999998e-132,Chloroherpeton thalassium,90.826,109,2.38e-58,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton,NA,NA,NA,NA,NA,AUID.12495,NA,NA,NA,NA,NA,NA,NA,unknown3,3N,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23790,AHY22779.1|uncultured_marine,96.605,324,6.409999999999999e-153,Burkholderia xenovorans,99.074,108,1.01e-75,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,NA,NA,NA,NA,NA,AUID.12496,NA,NA,NA,NA,NA,1,NA,Burkholderia xenovorans,1K,1,Burkholderia xenovorans,1J/1K,1J/1K,"1A,  3,  &  1J/1K",1B 1J/1K,1A/C3 1J/1K,1J/1K,Burkholderia xenovorans,Burkholderia xenovorans,Burkholderia xenovorans,Burkholderia xenovorans,Burkholderia xenovorans
AUID.23793,BAQ19939.1|uncultured_marine,94.19,327,3.05e-141,Dechloromonas aromatica,98.165,109,2.39e-76,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas,NA,NA,NA,NA,NA,AUID.12497,NA,NA,NA,NA,NA,1,NA,Dechloromonas aromatica,1P,1,Dechloromonas aromatica,1O/1P,1O/1P,1O/1P,1O/1P,1B & 1G,1O/1P,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica
