AUID_updt,cluster,subcluster
AUID.44268,1,1A
AUID.44270,3,3I
AUID.44274,1,1P
AUID.44278,3,3G
AUID.44279,1,1A
AUID.44284,1,1A
AUID.44287,1,1A
AUID.44288,1,1G
AUID.44290,1,1A
AUID.44291,1,1A
AUID.44293,3,3E
AUID.44294,3,3E
AUID.44296,3,3E
AUID.44297,1,1G
AUID.44299,1,1G
AUID.443,1,1O
AUID.44300,3,3E
AUID.44302,3,3K
AUID.44303,1,1P
AUID.44304,3,3N
AUID.44307,3,3N
AUID.44308,3,3I
AUID.44313,1,1A
AUID.44317,1,1A
AUID.44321,1,1K
AUID.44323,1,1C
AUID.44325,1,1G
AUID.44326,3,3N
AUID.44327,3,3N
AUID.44328,1,1G
AUID.44330,1,1C
AUID.44333,1,1P
AUID.44335,3,3N
AUID.44339,3,3E
AUID.44341,1,1P
AUID.44342,1,1B
AUID.44345,4,4G
AUID.44346,1,1G
AUID.44347,3,3L
AUID.44348,3,3N
AUID.44359,3,3E
AUID.44360,3,3E
AUID.44365,3,3I
AUID.44368,1,1A
AUID.44371,3,3T
AUID.44372,1,1P
AUID.44377,3,3E
AUID.44378,3,3
AUID.44379,3,3N
AUID.44380,1,1P
AUID.44381,1,1A
AUID.44382,1,1A
AUID.44384,3,3H
AUID.44387,3,3L
AUID.44388,3,3E
AUID.44389,1,1A
AUID.44390,1,1A
AUID.44392,3,3H
AUID.44395,3,3H
AUID.44396,3,3E
AUID.44397,3,3Q
AUID.44400,3,3Q
AUID.44405,3,3I
AUID.44410,3,3J
AUID.44416,1,1A
AUID.44419,3,3T
AUID.44422,1,1A
AUID.44425,1,1P
AUID.44429,3,3L
AUID.44430,3,3T
AUID.44431,3,3Q
AUID.44432,3,3E
AUID.44436,1,1P
AUID.44439,3,3H
AUID.44448,3,3E
AUID.44449,3,3G
AUID.44450,3,3E
AUID.44451,3,3E
AUID.44453,3,3T
AUID.44460,3,3P
AUID.44462,3,3Q
AUID.44466,3,3P
AUID.44467,3,3N
AUID.44468,1,1A
AUID.44469,3,3E
AUID.44471,1,1A
AUID.44474,3,3J
AUID.44476,1,1P
AUID.44477,3,3Q
AUID.44478,3,3P
AUID.44480,1,1A
AUID.44482,3,3E
AUID.44485,1,1P
AUID.44486,1,1K
AUID.44490,3,3P
AUID.44498,1,1E
AUID.445,1,1G
AUID.44500,1,1G
AUID.44502,1,1P
AUID.44504,3,3N
AUID.44507,3,3H
AUID.44509,3,3E
AUID.44510,3,3N
AUID.44511,3,3T
AUID.44514,1,1G
AUID.44515,1,1G
AUID.44516,3,3H
AUID.44517,1,1A
AUID.44518,3,3E
AUID.44520,3,3B
AUID.44521,3,3P
AUID.44527,1,1A
AUID.44528,1,1A
AUID.44530,3,3E
AUID.44531,3,3N
AUID.44532,4,4G
AUID.44533,3,3B
AUID.44539,1,1P
AUID.44541,1,1A
AUID.44542,1,1O
AUID.44543,1,1G
AUID.44544,1,1K
AUID.44545,1,1K
AUID.44546,3,3B
AUID.44547,1,1A
AUID.44549,3,3
AUID.44552,3,3J
AUID.44554,3,3N
AUID.44555,3,3E
AUID.44557,3,3N
AUID.44561,1,1A
AUID.44563,3,3S
AUID.44565,3,3N
AUID.44566,3,3Q
AUID.44567,1,1G
AUID.44570,3,3E
AUID.44572,3,3N
AUID.44577,3,3J
AUID.44578,1,1A
AUID.44582,1,1A
AUID.44583,1,1A
AUID.44591,3,3Q
AUID.44592,1,1A
AUID.44600,2,2D
AUID.44601,3,3P
AUID.44603,3,3L
AUID.44607,1,1P
AUID.44609,3,3Q
AUID.44610,1,1A
AUID.44611,1,1A
AUID.44612,1,1A
AUID.44613,1,1E
AUID.44621,3,3N
AUID.44622,1,1A
AUID.44624,3,3P
AUID.44625,3,3K
AUID.44626,1,1G
AUID.44627,3,3E
AUID.44628,3,3L
AUID.44630,1,1A
AUID.44631,1,1A
AUID.44632,1,1G
AUID.44633,3,3A
AUID.44635,3,3N
AUID.44637,1,1A
AUID.44639,3,3I
AUID.44640,3,3E
AUID.44641,1,1K
AUID.44648,1,1A
AUID.44649,1,1P
AUID.44653,3,3N
AUID.44654,4,4G
AUID.44655,3,3N
AUID.44656,3,3N
AUID.44657,3,3P
AUID.44662,3,3M
AUID.44664,1,1A
AUID.44665,1,1G
AUID.44668,1,1K
AUID.44669,3,3E
AUID.44670,1,1K
AUID.44674,3,3E
AUID.44680,3,3E
AUID.44685,3,3H
AUID.44691,1,1A
AUID.44692,3,3G
AUID.44693,1,1K
AUID.44694,3,3J
AUID.44695,3,3E
AUID.44697,3,3H
AUID.44698,3,3E
AUID.44699,3,3L
AUID.44701,1,1A
AUID.44705,3,3Q
AUID.44706,1,1A
AUID.44707,1,1A
AUID.44716,1,1A
AUID.44718,1,1K
AUID.44720,3,3E
AUID.44723,1,1A
AUID.44726,3,3E
AUID.44727,3,3E
AUID.44732,1,1A
AUID.44733,1,1P
AUID.44740,1,1P
AUID.44741,3,3E
AUID.44742,3,3E
AUID.44751,3,3H
AUID.44752,3,3E
AUID.44761,1,1G
AUID.44765,3,3E
AUID.44769,3,3E
AUID.44770,3,3Q
AUID.44773,1,1P
AUID.44774,3,3G
AUID.44775,1,1A
AUID.44778,3,3L
AUID.44780,3,3E
AUID.44781,1,1A
AUID.44782,3,3P
AUID.44784,3,3B
AUID.44785,3,3E
AUID.44786,3,3E
AUID.44787,1,1G
AUID.44788,1,1A
AUID.44791,3,3E
AUID.448,3,3L
AUID.44801,3,3E
AUID.44816,1,1A
AUID.44818,3,3B
AUID.44820,3,3P
AUID.44822,3,3N
AUID.44824,1,1G
AUID.44826,3,3N
AUID.44829,3,3E
AUID.44833,1,1A
AUID.44835,1,1G
AUID.44839,1,1K
AUID.44841,1,1A
AUID.44846,1,1O
AUID.44849,3,3E
AUID.44854,3,3E
AUID.44857,3,3P
AUID.4491,1,1B
AUID.4498,1,1G
AUID.45,1,1G
AUID.45016,1,1B
AUID.4508,1,1B
AUID.4512,1,1K
AUID.4514,1,1B
AUID.45143,1,1B
AUID.4524,1,1A
AUID.4530,1,1B
AUID.4537,1,1J
AUID.4543,1,1G
AUID.457,1,1G
AUID.458,3,3L
AUID.46,4,4G
AUID.4607,1,1B
AUID.4630,1,1B
AUID.4659,1,1B
AUID.466,1,1G
AUID.4681,1,1B
AUID.4682,3,3E
AUID.4725,3,3N
AUID.48,1,1G
AUID.4829,1,1B
AUID.48688,3,3G
AUID.4872,3,3L
AUID.4883,1,1G
AUID.48870,4,4G
AUID.49,3,3E
AUID.490,1,1J
AUID.4919,3,3E
AUID.49240,3,3H
AUID.49297,3,3S
AUID.49641,3,3S
AUID.498,4,4G
AUID.50,3,3L
AUID.50243,3,3I
AUID.50353,1,1G
AUID.50603,3,3H
AUID.507,3,3E
AUID.51,1,1G
AUID.51113,1,1B
AUID.5116,1,1P
AUID.51434,1,1G
AUID.51435,1,1G
AUID.515,1,1G
AUID.52087,1,1G
AUID.52242,4,4G
AUID.526,1,1G
AUID.53,1,1O
AUID.53499,1,1B
AUID.536,1,1P
AUID.53910,3,3P
AUID.54,3,3B
AUID.546,3,3E
AUID.5462,1,1G
AUID.547,3,3E
AUID.54799,3,3E
AUID.55,3,3E
AUID.5500,1,1G
AUID.5510,1,1K
AUID.55122,1,1G
AUID.55316,1,1P
AUID.55513,1,1A
AUID.55514,3,3N
AUID.55552,1,1A
AUID.5559,1,1E
AUID.55611,1,1A
AUID.55650,1,1A
AUID.55653,3,3E
AUID.55672,1,1A
AUID.55687,1,1A
AUID.55694,1,1A
AUID.55699,1,1A
AUID.557,3,3E
AUID.55709,1,1A
AUID.55779,1,1A
AUID.55790,1,1A
AUID.55811,3,3E
AUID.55845,3,3N
AUID.55858,1,1A
AUID.55865,1,1A
AUID.55875,3,3N
AUID.55884,3,3N
AUID.55889,1,1A
AUID.55893,1,1A
AUID.55899,3,3N
AUID.55903,3,3E
AUID.55956,3,3N
AUID.55961,3,3N
AUID.56,1,1K
AUID.56004,3,3N
AUID.56011,3,3E
AUID.56013,1,1A
AUID.56033,1,1A
AUID.56057,1,1A
AUID.56058,1,1A
AUID.56063,1,1A
AUID.56064,1,1A
AUID.56070,1,1A
AUID.56078,3,3E
AUID.56095,3,3E
AUID.56099,3,3N
AUID.56103,1,1A
AUID.56107,1,1A
AUID.56112,3,3B
AUID.56119,3,3N
AUID.56121,1,1A
AUID.56124,3,3E
AUID.56140,1,1A
AUID.56149,1,1A
AUID.56159,3,3E
AUID.56161,3,3N
AUID.56166,1,1A
AUID.56169,1,1A
AUID.56171,1,1A
AUID.56175,1,1A
AUID.56183,1,1A
AUID.56214,3,3E
AUID.56217,1,1A
AUID.56223,3,3E
AUID.56230,3,3N
AUID.56232,1,1A
AUID.56233,1,1A
AUID.56245,1,1A
AUID.56284,3,3N
AUID.56285,1,1A
AUID.56287,3,3N
AUID.56292,1,1A
AUID.56296,3,3H
AUID.56304,1,1A
AUID.56308,1,1A
AUID.56316,3,3E
AUID.56322,1,1A
AUID.56332,3,3H
AUID.56341,3,3A
AUID.56345,1,1A
AUID.56357,3,3E
AUID.56365,1,1A
AUID.56366,1,1A
AUID.56394,3,3B
AUID.56397,3,3N
AUID.56402,3,3E
AUID.56404,1,1A
AUID.56410,3,3A
AUID.56419,1,1A
AUID.56430,1,1A
AUID.56438,3,3E
AUID.56448,1,1A
AUID.56459,1,1A
AUID.56468,1,1A
AUID.56486,1,1A
AUID.56501,1,1A
AUID.56503,3,3E
AUID.56523,1,1A
AUID.56524,3,3E
AUID.56528,3,3L
AUID.56536,1,1A
AUID.56561,1,1A
AUID.56578,1,1A
AUID.56585,1,1A
AUID.56595,1,1A
AUID.56603,3,3N
AUID.56612,1,1A
AUID.56613,3,3B
AUID.56642,1,1A
AUID.56661,1,1A
AUID.567,1,1P
AUID.56708,1,1A
AUID.56727,3,3E
AUID.56746,3,3N
AUID.56776,1,1A
AUID.56788,3,3E
AUID.56800,1,1A
AUID.56813,1,1A
AUID.56823,3,3N
AUID.56837,1,1A
AUID.56851,1,1A
AUID.56870,3,3N
AUID.56879,3,3N
AUID.56891,4,4G
AUID.56928,1,1A
AUID.56936,3,3N
AUID.56947,3,3A
AUID.5698,1,1G
AUID.57,3,3E
AUID.57005,3,3E
AUID.57061,3,3E
AUID.57062,1,1A
AUID.57098,1,1A
AUID.57134,1,1A
AUID.57314,3,3N
AUID.57321,3,3B
AUID.57361,1,1A
AUID.57386,3,3E
AUID.57401,1,1A
AUID.57402,1,1A
AUID.57512,1,1A
AUID.57543,1,1A
AUID.57562,1,1A
AUID.576,1,1B
AUID.57609,3,3E
AUID.57722,3,3E
AUID.57823,3,3E
AUID.57880,1,1A
AUID.57935,3,3N
AUID.57945,3,3N
AUID.57998,1,1A
AUID.58,1,1G
AUID.58094,1,1A
AUID.58130,1,1A
AUID.5814,1,1B
AUID.58140,3,3N
AUID.58195,3,3E
AUID.58210,1,1A
AUID.5826,1,1K
AUID.58270,3,3E
AUID.58289,1,1A
AUID.58370,1,1B
AUID.58440,1,1P
AUID.58448,3,3E
AUID.58464,1,1A
AUID.58598,1,1A
AUID.58959,3,3E
AUID.59055,3,3E
AUID.59102,4,4G
AUID.59107,3,3P
AUID.59112,1,1A
AUID.59120,3,3N
AUID.59122,1,1P
AUID.59135,3,3E
AUID.59142,3,3N
AUID.59144,3,3N
AUID.5915,1,1K
AUID.59150,3,3E
AUID.59151,1,1A
AUID.59152,3,3N
AUID.59158,1,1A
AUID.59163,3,3E
AUID.59167,1,1A
AUID.59168,1,1P
AUID.59177,1,1A
AUID.59178,3,3A
AUID.59185,3,3E
AUID.59194,1,1A
AUID.59197,3,3N
AUID.59203,1,1A
AUID.59220,3,3A
AUID.59223,3,3N
AUID.59228,3,3N
AUID.59232,3,3E
AUID.59233,3,3E
AUID.59236,3,3N
AUID.59237,1,1P
AUID.59242,3,3E
AUID.59246,1,1P
AUID.59264,4,4G
AUID.59279,1,1F
AUID.59284,1,1A
AUID.59295,1,1A
AUID.59324,3,3N
AUID.59325,1,1G
AUID.59326,1,1A
AUID.59333,1,1A
AUID.59349,3,3E
AUID.59362,3,3E
AUID.59366,1,1A
AUID.59403,3,3L
AUID.59405,4,4G
AUID.59417,1,1A
AUID.59424,3,3C
AUID.59425,4,4G
AUID.59434,1,1A
AUID.59454,3,3A
AUID.59474,1,1A
AUID.59481,3,3B
AUID.59508,3,3E
AUID.59515,1,1A
AUID.59521,1,1A
AUID.59547,3,3A
AUID.59571,1,1A
AUID.59575,1,1A
AUID.59581,1,1A
AUID.59605,3,3B
AUID.59624,1,1A
AUID.59642,1,1A
AUID.5967,3,3E
AUID.59706,1,1A
AUID.5972,1,1G
AUID.59835,1,1A
AUID.59904,1,1A
AUID.60,1,1G
AUID.60008,3,3N
AUID.60282,1,1A
AUID.60504,3,3B
AUID.60525,1,1A
AUID.60556,1,1A
AUID.606,1,1G
AUID.60665,1,1A
AUID.60721,1,1A
AUID.6092,1,1K
AUID.61,1,1O
AUID.6104,1,1K
AUID.61075,1,1A
AUID.61329,3,3E
AUID.61526,1,1P
AUID.61541,3,3E
AUID.61552,1,1A
AUID.61555,1,1A
AUID.61557,3,3N
AUID.61564,1,1A
AUID.61569,1,1A
AUID.61573,3,3N
AUID.61579,3,3E
AUID.61583,3,3H
AUID.61589,1,1A
AUID.6159,1,1G
AUID.61602,3,3A
AUID.61606,3,3E
AUID.61621,2,2D
AUID.61626,3,3B
AUID.61636,1,1A
AUID.61650,1,1B
AUID.61652,3,3E
AUID.61676,3,3E
AUID.61677,3,3N
AUID.61690,1,1A
AUID.61707,1,1A
AUID.61711,3,3E
AUID.61713,1,1A
AUID.61720,3,3E
AUID.61730,1,1A
AUID.61731,3,3N
AUID.61746,1,1A
AUID.61756,1,1A
AUID.61758,1,1A
AUID.61764,3,3E
AUID.61785,3,3N
AUID.61807,1,1A
AUID.61815,1,1A
AUID.61820,1,1A
AUID.61828,1,1B
AUID.62046,3,3N
AUID.62054,3,3N
AUID.625,3,3L
AUID.62912,3,3N
AUID.6299,2,2D
AUID.6316,1,1K
AUID.63392,1,1B
AUID.634,3,3E
AUID.63415,1,1A
AUID.6399,1,1G
AUID.64,3,3E
AUID.64398,3,3N
AUID.64491,1,1B
AUID.646,1,1B
AUID.6470,NA,NA
AUID.6482,1,1K
AUID.65102,1,1G
AUID.65503,3,3N
AUID.656,3,3E
AUID.66,1,1G
AUID.66022,3,3N
AUID.66124,1,1B
AUID.6671,4,4A
AUID.67,1,1G
AUID.67099,3,3N
AUID.6714,1,1J
AUID.674,3,3E
AUID.68,1,1B
AUID.695,1,1G
AUID.70,1,1G
AUID.7005,1,1G
AUID.705,3,3H
AUID.7069,1,1K
AUID.716,1,1G
AUID.7217,1,1P
AUID.726,3,3E
AUID.7269,1,1B
AUID.73,1,1G
AUID.7313,1,1G
AUID.736,3,3E
AUID.74,1,1G
AUID.746,1,1K
AUID.7472,1,1K
AUID.7524,1,1K
AUID.76,1,1G
AUID.7678,1,1G
AUID.77,3,3H
AUID.77353,3,3N
AUID.778,1,1P
AUID.7798,1,1K
AUID.78,1,1G
AUID.789,1,1G
AUID.7917,1,1B
AUID.79556,3,3E
AUID.79600,1,1G
AUID.79775,1,1G
AUID.79950,3,3L
AUID.79993,3,3N
AUID.8,1,1K
AUID.80,3,3G
AUID.80091,1,1O
AUID.80485,1,1D
AUID.80577,3,3N
AUID.8101,1,1G
AUID.81061,1,1B
AUID.811,3,3H
AUID.81430,1,1G
AUID.81629,1,1A
AUID.81797,1,1G
AUID.8193,1,1B
AUID.81976,1,1A
AUID.81996,1,1G
AUID.82053,1,1G
AUID.82162,3,3I
AUID.82193,1,1P
AUID.822,1,1B
AUID.82389,1,1B
AUID.82486,1,1P
AUID.8300,1,1P
AUID.83226,1,1A
AUID.833,1,1P
AUID.83735,1,1G
AUID.84514,3,3N
AUID.84692,1,1A
AUID.84704,3,3N
AUID.8479,1,1P
AUID.84904,1,1B
AUID.85,3,3H
AUID.85001,1,1G
AUID.853,1,1G
AUID.854,1,1B
AUID.855,1,1B
AUID.857,1,1P
AUID.858,1,1G
AUID.86,3,3Q
AUID.86296,1,1B
AUID.86306,3,3H
AUID.86414,3,3E
AUID.86475,3,3N
AUID.86496,3,3E
AUID.86497,1,1B
AUID.865,3,3H
AUID.86527,1,1G
AUID.86594,1,1C
AUID.86657,3,3H
AUID.86721,3,3H
AUID.86869,3,3J
AUID.86900,1,1A
AUID.86911,3,3L
AUID.86930,1,1G
AUID.87005,3,3L
AUID.87070,3,3N
AUID.87081,1,1A
AUID.87123,1,1G
AUID.87166,3,3N
AUID.8718,1,1G
AUID.87238,3,3E
AUID.87260,3,3E
AUID.87325,3,3H
AUID.87389,1,1G
AUID.87556,3,3E
AUID.87577,3,3N
AUID.87744,3,3E
AUID.87755,3,3Q
AUID.87848,3,3L
AUID.87940,3,3L
AUID.87951,1,1G
AUID.87992,1,1F
AUID.880,1,1G
AUID.88014,3,3L
AUID.88056,1,1G
AUID.88078,3,3E
AUID.88120,3,3E
AUID.88141,1,1B
AUID.88162,1,1J
AUID.882,1,1G
AUID.8822,4,4I
AUID.883,NA,NA
AUID.88308,3,3E
AUID.88330,3,3G
AUID.88341,3,3H
AUID.88352,1,1G
AUID.88367,1,1G
AUID.88368,1,1G
AUID.88388,3,3E
AUID.88390,3,3M
AUID.88391,3,3L
AUID.88392,3,3L
AUID.88393,3,3S
AUID.88397,3,3H
AUID.88401,3,3E
AUID.88403,2,2D
AUID.88404,3,3Q
AUID.88407,3,3Q
AUID.88411,3,3N
AUID.88412,1,1G
AUID.88413,3,3E
AUID.88419,3,3J
AUID.88423,1,1A
AUID.88429,1,1F
AUID.88433,3,3E
AUID.88434,3,3E
AUID.88445,1,1A
AUID.88457,3,3N
AUID.88469,3,3E
AUID.88471,1,1A
AUID.88481,1,1G
AUID.88485,3,3N
AUID.88487,3,3E
AUID.88488,3,3N
AUID.88490,1,1A
AUID.88505,1,1A
AUID.88506,3,3N
AUID.88508,3,3E
AUID.88515,3,3E
AUID.88517,3,3H
AUID.88519,3,3P
AUID.88528,1,1C
AUID.88537,3,3H
AUID.88538,3,3E
AUID.88543,3,3E
AUID.88549,3,3S
AUID.88550,3,3L
AUID.88551,3,3N
AUID.88553,3,3L
AUID.88557,3,3P
AUID.88559,1,1A
AUID.88569,3,3E
AUID.88583,3,3E
AUID.88593,3,3L
AUID.88596,3,3H
AUID.88599,3,3I
AUID.88600,3,3H
AUID.88608,3,3N
AUID.88609,3,3E
AUID.88610,3,3E
AUID.88616,3,3N
AUID.88619,3,3L
AUID.88644,3,3H
AUID.88646,3,3N
AUID.88653,3,3E
AUID.88660,3,3N
AUID.88662,3,3E
AUID.88678,1,1B
AUID.88679,1,1G
AUID.88681,3,3L
AUID.88688,3,3E
AUID.88691,3,3E
AUID.88692,3,3B
AUID.88693,1,1A
AUID.88694,1,1A
AUID.887,1,1B
AUID.88710,1,1K
AUID.88711,1,1A
AUID.88714,3,3L
AUID.88716,1,1G
AUID.88721,3,3L
AUID.88727,3,3E
AUID.88758,3,3N
AUID.88776,3,3E
AUID.88783,3,3L
AUID.88791,3,3E
AUID.88795,3,3N
AUID.88812,1,1G
AUID.88817,3,3L
AUID.88823,3,3E
AUID.88834,3,3E
AUID.88842,3,3L
AUID.88852,3,3E
AUID.88872,3,3E
AUID.88874,3,3E
AUID.88889,3,3E
AUID.88890,3,3E
AUID.88900,3,3Q
AUID.88917,3,3E
AUID.88922,3,3E
AUID.88938,3,3N
AUID.88956,3,3E
AUID.88975,3,3E
AUID.88981,3,3E
AUID.88994,3,3E
AUID.89021,3,3Q
AUID.89045,1,1G
AUID.8905,1,1G
AUID.89050,3,3E
AUID.89054,3,3E
AUID.89058,1,1B
AUID.89062,3,3E
AUID.89082,1,1G
AUID.89085,NA,NA
AUID.89087,3,3E
AUID.89089,4,4G
AUID.891,1,1A
AUID.89104,3,3L
AUID.89128,3,3E
AUID.89146,3,3L
AUID.89157,3,3Q
AUID.89171,3,3E
AUID.89172,1,1F
AUID.89175,3,3L
AUID.89187,1,1A
AUID.8919,2,2D
AUID.89192,1,1G
AUID.89202,3,3E
AUID.89207,3,3E
AUID.8921,3,3E
AUID.89231,1,1J
AUID.89239,3,3R
AUID.89244,3,3Q
AUID.89251,3,3N
AUID.89281,3,3E
AUID.89286,3,3E
AUID.89288,3,3M
AUID.89297,3,3N
AUID.89313,1,1P
AUID.89314,1,1G
AUID.89345,1,1G
AUID.89346,2,2D
AUID.89347,3,3P
AUID.8935,2,2D
AUID.89362,3,3H
AUID.89375,1,1G
AUID.89393,1,1C
AUID.89397,3,3L
AUID.89422,3,3N
AUID.89427,3,3N
AUID.89468,3,3L
AUID.89469,3,3L
AUID.89482,3,3E
AUID.89494,3,3E
AUID.89495,1,1G
AUID.89511,3,3E
AUID.89515,3,3J
AUID.89527,3,3B
AUID.89535,1,1K
AUID.89539,3,3E
AUID.89568,3,3Q
AUID.89578,3,3E
AUID.89582,1,1A
AUID.89596,1,1B
AUID.89606,3,3E
AUID.89622,3,3M
AUID.8963,1,1B
AUID.89673,3,3N
AUID.89682,3,3H
AUID.89695,1,1K
AUID.89698,1,1B
AUID.89719,1,1A
AUID.89736,1,1A
AUID.89798,3,3H
AUID.898,1,1G
AUID.89814,3,3J
AUID.89815,3,3E
AUID.89824,1,1B
AUID.89845,3,3E
AUID.89859,1,1A
AUID.89867,3,3Q
AUID.89868,3,3N
AUID.89875,1,1G
AUID.89878,1,1F
AUID.8988,1,1G
AUID.89889,1,1G
AUID.89926,3,3E
AUID.89928,3,3E
AUID.89929,3,3N
AUID.89931,1,1A
AUID.89947,1,1C
AUID.89962,3,3E
AUID.89972,3,3E
AUID.89996,3,3H
AUID.9,3,3E
AUID.900,1,1G
AUID.9001,1,1K
AUID.90017,1,1G
AUID.90056,3,3E
AUID.90070,3,3E
AUID.90079,1,1A
AUID.9009,1,1A
AUID.90090,1,1G
AUID.90098,3,3A
AUID.90130,3,3S
AUID.90140,1,1G
AUID.90167,3,3E
AUID.90178,1,1B
AUID.90210,1,1A
AUID.90215,3,3N
AUID.90257,1,1G
AUID.90298,1,1G
AUID.90324,3,3E
AUID.90344,3,3N
AUID.90352,3,3E
AUID.9040,2,2D
AUID.90418,3,3E
AUID.90439,3,3N
AUID.90441,1,1A
AUID.90450,3,3E
AUID.90475,1,1G
AUID.90502,3,3P
AUID.90518,1,1A
AUID.90574,3,3M
AUID.90582,3,3N
AUID.90592,1,1A
AUID.906,1,1G
AUID.90615,1,1G
AUID.90618,1,1A
AUID.90653,3,3H
AUID.90673,3,3E
AUID.90692,1,1F
AUID.90712,3,3E
AUID.90730,3,3E
AUID.90749,1,1G
AUID.90750,1,1A
AUID.90800,1,1G
AUID.90805,1,1G
AUID.90815,3,3E
AUID.90823,1,1A
AUID.9084,1,1B
AUID.9085,1,1K
AUID.90895,3,3E
AUID.90898,3,3N
AUID.909,1,1O
AUID.90908,3,3N
AUID.90940,3,3E
AUID.9095,1,1K
AUID.90951,3,3H
AUID.90960,3,3E
AUID.90990,1,1A
AUID.91000,3,3S
AUID.91009,1,1A
AUID.91073,1,1G
AUID.911,1,1
AUID.91128,3,3N
AUID.91146,3,3E
AUID.91155,1,1A
AUID.91163,3,3N
AUID.91195,3,3N
AUID.91216,1,1G
AUID.91245,3,3N
AUID.91271,1,1G
AUID.91277,3,3H
AUID.91301,3,3L
AUID.91331,3,3Q
AUID.91340,1,1A
AUID.91356,3,3N
AUID.91372,1,1G
AUID.91425,4,4G
AUID.91480,3,3L
AUID.91507,1,1B
AUID.91542,3,3N
AUID.91561,1,1G
AUID.9162,1,1G
AUID.91668,1,1B
AUID.91714,3,3E
AUID.91743,1,1J
AUID.91764,3,3E
AUID.91784,3,3N
AUID.91803,3,3E
AUID.91835,3,3E
AUID.91842,1,1A
AUID.91850,3,3E
AUID.91876,1,1G
AUID.91887,3,3E
AUID.91970,3,3N
AUID.91987,3,3H
AUID.92,1,1G
AUID.92005,1,1G
AUID.92031,1,1G
AUID.92048,1,1B
AUID.92058,3,3N
AUID.92098,1,1G
AUID.92109,3,3N
AUID.9212,1,1K
AUID.9214,1,1B
AUID.92158,3,3N
AUID.92174,3,3E
AUID.92185,1,1A
AUID.92217,1,1G
AUID.92298,1,1B
AUID.92307,3,3L
AUID.92343,3,3E
AUID.92416,3,3B
AUID.92454,1,1O
AUID.92503,1,1G
AUID.92535,3,3E
AUID.92555,3,3E
AUID.92564,1,1B
AUID.92638,1,1A
AUID.92667,1,1B
AUID.92714,3,3L
AUID.92730,3,3E
AUID.92797,3,3H
AUID.92806,3,3L
AUID.9286,1,1G
AUID.92898,1,1A
AUID.92955,3,3E
AUID.92966,3,3H
AUID.93023,1,1G
AUID.9303,1,1P
AUID.93074,3,3E
AUID.93143,3,3E
AUID.93203,1,1G
AUID.93207,1,1K
AUID.93228,1,1C
AUID.93237,3,3L
AUID.93246,3,3E
AUID.933,1,1G
AUID.9331,1,1G
AUID.9332,2,2C
AUID.9333,1,1B
AUID.93345,1,1A
AUID.93354,3,3L
AUID.93373,3,3E
AUID.93394,1,1C
AUID.93418,3,3N
AUID.93443,3,3N
AUID.93469,3,3Q
AUID.93480,3,3E
AUID.93501,4,4G
AUID.93513,1,1C
AUID.93560,3,3N
AUID.93693,1,1B
AUID.93720,3,3E
AUID.93759,1,1A
AUID.93781,3,3E
AUID.93801,3,3E
AUID.93845,3,3E
AUID.93874,3,3E
AUID.93892,1,1A
AUID.9390,1,1B
AUID.93909,3,3E
AUID.93911,3,3N
AUID.9394,1,1B
AUID.93947,3,3N
AUID.93977,3,3Q
AUID.94,1,1G
AUID.9405,1,1G
AUID.94054,3,3N
AUID.9406,1,1B
AUID.941,3,3L
AUID.94145,1,1A
AUID.942,3,3E
AUID.9425,1,1J
AUID.94295,3,3E
AUID.943,1,1A
AUID.9431,1,1G
AUID.94316,3,3E
AUID.94384,3,3E
AUID.94420,3,3E
AUID.94431,3,3N
AUID.94449,1,1A
AUID.94518,3,3H
AUID.94548,3,3I
AUID.94580,3,3L
AUID.94641,3,3E
AUID.94658,3,3N
AUID.94815,1,1G
AUID.94939,1,1G
AUID.94946,1,1O
AUID.94974,1,1A
AUID.94984,3,3E
AUID.9499,1,1G
AUID.951,1,1B
AUID.95104,1,1B
AUID.95105,3,3H
AUID.95147,1,1G
AUID.95157,3,3E
AUID.9523,1,1B
AUID.95256,3,3E
AUID.9526,1,1B
AUID.95304,3,3L
AUID.95408,3,3N
AUID.95409,3,3H
AUID.9553,1,1B
AUID.9555,1,1J
AUID.95558,3,3E
AUID.95627,3,3E
AUID.9566,1,1B
AUID.95675,3,3E
AUID.95686,1,1G
AUID.9574,1,1B
AUID.95823,3,3T
AUID.95833,1,1G
AUID.95883,1,1G
AUID.959,1,1G
AUID.95931,1,1G
AUID.96,1,1O
AUID.960,1,1B
AUID.9603,1,1B
AUID.961,1,1B
AUID.96109,3,3Q
AUID.96129,3,3E
AUID.96160,3,3L
AUID.9628,1,1G
AUID.96302,1,1B
AUID.96303,1,1F
AUID.96433,1,1G
AUID.96442,1,1G
AUID.96458,1,1G
AUID.96495,1,1G
AUID.96496,1,1G
AUID.96502,1,1G
AUID.96527,1,1G
AUID.96554,1,1G
AUID.96558,1,1G
AUID.96563,1,1G
AUID.96565,1,1G
AUID.96568,1,1G
AUID.96585,1,1B
AUID.9659,1,1J
AUID.96604,1,1G
AUID.96624,3,3N
AUID.96644,1,1B
AUID.96655,1,1G
AUID.96721,1,1K
AUID.96732,3,3J
AUID.96743,1,1B
AUID.96776,1,1A
AUID.96777,1,1A
AUID.96780,1,1A
AUID.96784,1,1A
AUID.96789,3,3N
AUID.96790,3,3E
AUID.96792,1,1A
AUID.96793,1,1A
AUID.96795,1,1A
