SAMPLEID,StudyID,Run,SRA_Study,BioProject,BioSample,Sample_Name,Sample_Name_2,Region,Collection_Date,Time,Depth,Station,geo_loc_name,Lat_Lon,Latitude,Longitude,LibraryName,LibrarySelection,LibrarySource,Size_fraction,Sample_Type
SRR13612898,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621107,SP1727.Stn1.2m,NA,NA,2017-10-4,NA,2,NA,Pacific Ocean,32.84 N 117.53 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612903,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621102,SP1714.Stn14.30m,NA,NA,2017-5-5,NA,30,NA,Pacific Ocean,28.29 N 115.91 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612904,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621101,SP1714.Stn14.25m,NA,NA,2017-5-5,NA,25,NA,Pacific Ocean,28.29 N 115.91 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612905,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621100,SP1714.Stn14.10m,NA,NA,2017-5-5,NA,10,NA,Pacific Ocean,28.29 N 115.91 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612906,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621099,SP1714.Stn14.2m,NA,NA,2017-5-5,NA,2,NA,Pacific Ocean,28.29 N 115.91 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612912,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621094,SP1714.Stn7.32m,NA,NA,2017-5-6,NA,32,NA,Pacific Ocean,30.36 N 116.36 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612913,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621093,SP1714.Stn7.25m,NA,NA,2017-5-6,NA,25,NA,Pacific Ocean,30.36 N 116.36 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612914,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621092,SP1714.Stn7.10m,NA,NA,2017-5-6,NA,10,NA,Pacific Ocean,30.36 N 116.36 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612915,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621091,SP1714.Stn7.2m,NA,NA,2017-5-6,NA,2,NA,Pacific Ocean,30.36 N 116.36 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563446,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928569,F4.1,NA,NA,2017-7-16,NA,5,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",23.00 N 19.31 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563455,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928611,F30.7,NA,NA,2017-8-4,NA,3000,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",18.30 N 18.57 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563456,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928610,F30.4,NA,NA,2017-8-4,NA,300,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",18.30 N 18.57 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563459,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928608,F30.1,NA,NA,2017-8-4,NA,5,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",18.30 N 18.57 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563464,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928603,F26.3,NA,NA,2017-8-2,NA,35,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",17.50 N 20.80 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563466,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928601,F26.1,NA,NA,2017-8-2,NA,5,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",17.50 N 20.80 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563470,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928598,F23.4,NA,NA,2017-7-31,NA,300,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",17.50 N 23.03 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563472,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928596,F23.2,NA,NA,2017-7-31,NA,45,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",17.50 N 23.03 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563473,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928595,F20.5,NA,NA,2017-7-29,NA,750,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",17.50 N 25.26 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563475,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928593,F20.3,NA,NA,2017-7-29,NA,65,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",17.50 N 25.26 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563479,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928563,F1.4,NA,NA,2017-7-14,NA,51,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",23.00 N 16.79 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563481,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928588,F15.4,NA,NA,2017-7-23,NA,300,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",20.69 N 26.00 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563483,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928586,F15.1,NA,NA,2017-7-23,NA,5,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",20.69 N 26.00 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563486,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928583,F12.3,NA,NA,2017-7-21,NA,100,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",23.00 N 25.99 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563489,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928580,F9.6,NA,NA,2017-7-19,NA,1500,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",22.99 N 23.49 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563490,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928562,F1.3,NA,NA,2017-7-14,NA,30,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",23.00 N 16.79 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563499,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928571,F4.3,NA,NA,2017-7-16,NA,60,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",23.00 N 19.31 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563500,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928570,F4.2,NA,NA,2017-7-16,NA,50,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",23.00 N 19.31 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563681,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928569,F4.1,NA,NA,2017-7-16,NA,5,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",23.00 N 19.31 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563683,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928582,F12.2,NA,NA,2017-7-21,NA,50,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",23.00 N 25.99 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563686,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928574,F7.2,NA,NA,2017-7-18,NA,20,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",23.00 N 21.82 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563688,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928572,F4.4,NA,NA,2017-7-16,NA,300,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",23.00 N 19.31 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563689,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928571,F4.3,NA,NA,2017-7-16,NA,60,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",23.00 N 19.31 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563690,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928612,F33.1,NA,NA,2017-8-6,NA,5,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",20.69 N 18.56 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563691,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928601,F26.1,NA,NA,2017-8-2,NA,5,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",17.50 N 20.80 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563692,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928598,F23.4,NA,NA,2017-7-31,NA,300,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",17.50 N 23.03 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15563696,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20928594,F20.4,NA,NA,2017-7-29,NA,300,NA,"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone",17.50 N 25.26 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15564309,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20929573,F20.6R,NA,NA,2017-7-29,NA,1500,NA,"Atlantic Ocean: Subtropical Northeast\, Cape Verde Frontal Zone",17.50 N 25.26 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR15564311,Hallstrom_2022,NA,SRP333639,PRJNA756869,SAMN20929571,F16.3R,NA,NA,2017-7-24,NA,80,NA,"Atlantic Ocean: Subtropical Northeast\, Cape Verde Frontal Zone",19.89 N 26.00 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR19399856,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636479,CV2011_6_30m,NA,NA,2011-6-8,NA,30,NA,Atlantic Ocean:Southern New Englan Shelf,40.1499 N 69.9286 W,NA,NA,CV_R19,RT-PCR,METATRANSCRIPTOMIC,NA,simple
SRR19399857,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636490,CV2011_6_33m,NA,NA,2011-6-3,NA,33,NA,Atlantic Ocean:Southern New Englan Shelf,40.4755 N 71.7846 W,NA,NA,CV_R18,RT-PCR,METATRANSCRIPTOMIC,NA,simple
SRR19399858,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636489,CV2011_6_19m,NA,NA,2011-6-3,NA,19,NA,Atlantic Ocean:Southern New Englan Shelf,40.4755 N 71.7846 W,NA,NA,CV_R17,RT-PCR,METATRANSCRIPTOMIC,NA,simple
SRR19399859,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636478,CV2012_8_24m,NA,NA,2012-8-18,NA,24,NA,Atlantic Ocean:Southern New Englan Shelf,42.0191 N 67.6672 W,NA,NA,CV_R15,RT-PCR,METATRANSCRIPTOMIC,NA,simple
SRR19399860,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636488,CV2010_11_36m,NA,NA,2010-11-16,NA,36,NA,Atlantic Ocean:Southern New Englan Shelf,41.68 N 65.7746 W,NA,NA,CV_R11,RT-PCR,METATRANSCRIPTOMIC,NA,simple
SRR19399861,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636477,CV2010_5_21m,NA,NA,2010-5-30,NA,21,NA,Atlantic Ocean:Southern New Englan Shelf,36.4831 N 75.6318 W,NA,NA,CV_R10,RT-PCR,METATRANSCRIPTOMIC,NA,simple
SRR19399862,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636487,CV2010_5_11m,NA,NA,2010-5-30,NA,11,NA,Atlantic Ocean:Southern New Englan Shelf,36.4831 N 75.6318 W,NA,NA,CV_R9,RT-PCR,METATRANSCRIPTOMIC,NA,simple
SRR19399863,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636484,CV2010_11_0m,NA,NA,2010-11-13,NA,0,NA,Atlantic Ocean:Southern New Englan Shelf,40.0255 N 70.146 W,NA,NA,CV_D32,PCR,METAGENOMIC,NA,simple
SRR19399864,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636483,CV2010_5_22m,NA,NA,2010-5-28,NA,22,NA,Atlantic Ocean:Southern New Englan Shelf,38.4427 N 74.4451 W,NA,NA,CV_D31,PCR,METAGENOMIC,NA,simple
SRR19399865,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636482,CV2010_5_3m_A,NA,NA,2010-5-28,NA,3,NA,Atlantic Ocean:Southern New Englan Shelf,38.4427 N 74.4451 W,NA,NA,CV_D29,PCR,METAGENOMIC,NA,simple
SRR19399866,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636481,CV2011_6_23m,NA,NA,2011-6-3,NA,23,NA,Atlantic Ocean:Southern New Englan Shelf,39.7254 N 72.4950 W,NA,NA,CV_D21,PCR,METAGENOMIC,NA,simple
SRR19399867,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636480,CV2011_6_41m,NA,NA,2011-6-10,NA,41,NA,Atlantic Ocean:Southern New Englan Shelf,41.0194 N 67.9153 W,NA,NA,CV_D20,PCR,METAGENOMIC,NA,simple
SRR19399868,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636479,CV2011_6_30m,NA,NA,2011-6-8,NA,30,NA,Atlantic Ocean:Southern New Englan Shelf,40.1499 N 69.9286 W,NA,NA,CV_D19,PCR,METAGENOMIC,NA,simple
SRR19399869,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636478,CV2012_8_24m,NA,NA,2012-8-18,NA,24,NA,Atlantic Ocean:Southern New Englan Shelf,42.0191 N 67.6672 W,NA,NA,CV_D15,PCR,METAGENOMIC,NA,simple
SRR19399871,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636487,CV2010_5_11m,NA,NA,2010-5-30,NA,11,NA,Atlantic Ocean:Southern New Englan Shelf,36.4831 N 75.6318 W,NA,NA,CV_D9,PCR,METAGENOMIC,NA,simple
SRR19399872,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636486,CV2010_5_3m_B,NA,NA,2010-5-30,NA,3,NA,Atlantic Ocean:Southern New Englan Shelf,36.4831 N 75.6318 W,NA,NA,CV_R8,RT-PCR,METATRANSCRIPTOMIC,NA,simple
SRR19399873,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636486,CV2010_5_3m_B,NA,NA,2010-5-30,NA,3,NA,Atlantic Ocean:Southern New Englan Shelf,36.4831 N 75.6318 W,NA,NA,CV_D8,PCR,METAGENOMIC,NA,simple
SRR19399874,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636485,CV2010_2_3m,NA,NA,2010-2-9,NA,3,NA,Atlantic Ocean:Southern New Englan Shelf,39.5631 N 74.045 W,NA,NA,CV_D7,PCR,METAGENOMIC,NA,simple
SRR19399875,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636476,CV2011_6_18m,NA,NA,2011-6-8,NA,18,NA,Atlantic Ocean:Southern New Englan Shelf,40.1499 N 69.9286 W,NA,NA,CV_D1,PCR,METAGENOMIC,NA,simple
SRR19399876,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636484,CV2010_11_0m,NA,NA,2010-11-13,NA,0,NA,Atlantic Ocean:Southern New Englan Shelf,40.0255 N 70.146 W,NA,NA,CV_R32,RT-PCR,METATRANSCRIPTOMIC,NA,simple
SRR19399877,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636483,CV2010_5_22m,NA,NA,2010-5-28,NA,22,NA,Atlantic Ocean:Southern New Englan Shelf,38.4427 N 74.4451 W,NA,NA,CV_R31,RT-PCR,METATRANSCRIPTOMIC,NA,simple
SRR19399878,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636482,CV2010_5_3m_A,NA,NA,2010-5-28,NA,3,NA,Atlantic Ocean:Southern New Englan Shelf,38.4427 N 74.4451 W,NA,NA,CV_R29,RT-PCR,METATRANSCRIPTOMIC,NA,simple
SRR19399879,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636492,CV2009_11_20m,NA,NA,2009-11-4,NA,20,NA,Atlantic Ocean:Southern New Englan Shelf,40.0512 N 71.2741 W,NA,NA,CV_R24,RT-PCR,METATRANSCRIPTOMIC,NA,simple
SRR19399880,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636491,CV2009_11_3m,NA,NA,2009-11-4,NA,3,NA,Atlantic Ocean:Southern New Englan Shelf,40.0512 N 71.2741 W,NA,NA,CV_R23,RT-PCR,METATRANSCRIPTOMIC,NA,simple
SRR19399881,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636481,CV2011_6_23m,NA,NA,2011-6-3,NA,23,NA,Atlantic Ocean:Southern New Englan Shelf,39.7254 N 72.4950 W,NA,NA,CV_R21,RT-PCR,METATRANSCRIPTOMIC,NA,simple
SRR19399882,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636480,CV2011_6_41m,NA,NA,2011-6-10,NA,41,NA,Atlantic Ocean:Southern New Englan Shelf,41.0194 N 67.9153 W,NA,NA,CV_R20,RT-PCR,METATRANSCRIPTOMIC,NA,simple
SRR19399883,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636485,CV2010_2_3m,NA,NA,2010-2-9,NA,3,NA,Atlantic Ocean:Southern New Englan Shelf,39.5631 N 74.045 W,NA,NA,CV_R7,RT-PCR,METATRANSCRIPTOMIC,NA,simple
SRR19399884,Mulholland_2018,NA,SRP377046,PRJNA841982,SAMN28636476,CV2011_6_18m,NA,NA,2011-6-8,NA,18,NA,Atlantic Ocean:Southern New Englan Shelf,40.1499 N 69.9286 W,NA,NA,CV_R1,RT-PCR,METATRANSCRIPTOMIC,NA,simple
SRR6834172,TianjUni_2017,NA,SRP135690,PRJNA438304,SAMN08712632,I405-0m,NA,NA,2017-3-20,NA,0 m,NA,Indian Ocean,0.00000000 N 84 E,NA,NA,I405-0m,PCR,METAGENOMIC,NA,simple
SRR6834173,TianjUni_2017,NA,SRP135690,PRJNA438304,SAMN08712631,I210-200m,NA,NA,2017-4-4,NA,200 m,NA,Indian Ocean,9.99343333 N 84.49403333 E,NA,NA,I210-200m,PCR,METAGENOMIC,NA,simple
SRR6834174,TianjUni_2017,NA,SRP135690,PRJNA438304,SAMN08712624,I105-75m,NA,NA,2017-3-15,NA,75 m,NA,Indian Ocean,4.993 N 90.50283333 E,NA,NA,I105-75m,PCR,METAGENOMIC,NA,simple
SRR6834175,TianjUni_2017,NA,SRP135690,PRJNA438304,SAMN08712623,I105-0m,NA,NA,2017-3-15,NA,0 m,NA,Indian Ocean,4.993 N 90.50283333 E,NA,NA,I105-0m,PCR,METAGENOMIC,NA,simple
SRR6834176,TianjUni_2017,NA,SRP135690,PRJNA438304,SAMN08712626,I203-0m,NA,NA,2017-4-7,NA,0 m,NA,Indian Ocean,10.00031666 N 87.9942 E,NA,NA,I203-0m,PCR,METAGENOMIC,NA,simple
SRR6834177,TianjUni_2017,NA,SRP135690,PRJNA438304,SAMN08712625,I105-200m,NA,NA,2017-3-15,NA,200 m,NA,Indian Ocean,4.993 N 90.50283333 E,NA,NA,I105-200m,PCR,METAGENOMIC,NA,simple
SRR6834178,TianjUni_2017,NA,SRP135690,PRJNA438304,SAMN08712628,I203-200m,NA,NA,2017-4-7,NA,200 m,NA,Indian Ocean,10.00031666 N 87.9944 E,NA,NA,I203-200m,PCR,METAGENOMIC,NA,simple
SRR6834179,TianjUni_2017,NA,SRP135690,PRJNA438304,SAMN08712627,I203-75m,NA,NA,2017-4-7,NA,75 m,NA,Indian Ocean,10.00031666 N 87.9943 E,NA,NA,I203-75m,PCR,METAGENOMIC,NA,simple
SRR6834180,TianjUni_2017,NA,SRP135690,PRJNA438304,SAMN08712630,I210-75m,NA,NA,2017-4-4,NA,75 m,NA,Indian Ocean,9.99343333 N 84.49403333 E,NA,NA,I210-75m,PCR,METAGENOMIC,NA,simple
SRR6834181,TianjUni_2017,NA,SRP135690,PRJNA438304,SAMN08712629,I210-0m,NA,NA,2017-4-4,NA,0 m,NA,Indian Ocean,9.99343333 N 84.49403333 E,NA,NA,I210-0m,PCR,METAGENOMIC,NA,simple
SRR6834182,TianjUni_2017,NA,SRP135690,PRJNA438304,SAMN08712636,I413-75m,NA,NA,2017-3-12,NA,75 m,NA,Indian Ocean,0.00236666 S 92.00228333 E,NA,NA,I413-75m,PCR,METAGENOMIC,NA,simple
SRR6834183,TianjUni_2017,NA,SRP135690,PRJNA438304,SAMN08712635,I413-0m,NA,NA,2017-3-12,NA,0 m,NA,Indian Ocean,0.00236666 S 92.00228333 E,NA,NA,I413-0m,PCR,METAGENOMIC,NA,simple
SRR6834184,TianjUni_2017,NA,SRP135690,PRJNA438304,SAMN08712634,I405-200m,NA,NA,2017-3-20,NA,200 m,NA,Indian Ocean,0.00000000 N 84 E,NA,NA,I405-200m,PCR,METAGENOMIC,NA,simple
SRR6834185,TianjUni_2017,NA,SRP135690,PRJNA438304,SAMN08712633,I405-75m,NA,NA,2017-3-20,NA,75 m,NA,Indian Ocean,0.00000000 N 84 E,NA,NA,I405-75m,PCR,METAGENOMIC,NA,simple
SRR6834186,TianjUni_2017,NA,SRP135690,PRJNA438304,SAMN08712640,I504-200m,NA,NA,2017-3-9,NA,200 m,NA,Indian Ocean,3.99283333 S 96.32616666 E,NA,NA,I504-200m,PCR,METAGENOMIC,NA,simple
SRR6834187,TianjUni_2017,NA,SRP135690,PRJNA438304,SAMN08712639,I504-75m,NA,NA,2017-3-9,NA,75 m,NA,Indian Ocean,3.99283333 S 96.32616666 E,NA,NA,I504-75m,PCR,METAGENOMIC,NA,simple
SRR6834188,TianjUni_2017,NA,SRP135690,PRJNA438304,SAMN08712638,I504-0m,NA,NA,2017-3-9,NA,0 m,NA,Indian Ocean,3.99283333 S 96.32616666 E,NA,NA,I504-0m,PCR,METAGENOMIC,NA,simple
SRR9675236,Tang_2020,NA,SRP214458,PRJNA554315,SAMN12262148,nifH_5,NA,NA,2017-8-3,NA,5,NA,Atlantic Ocean,40.17 N 71.31 W,NA,NA,Bermuda_5,PCR,METAGENOMIC,NA,simple
SRR9675237,Tang_2020,NA,SRP214458,PRJNA554315,SAMN12262149,nifH_7_8_9,NA,NA,2017-8-6,NA,5,NA,Atlantic Ocean,34.84 N 68.02 W,NA,NA,Bermuda_7_8_9,PCR,METAGENOMIC,NA,simple
SRR9675238,Tang_2020,NA,SRP214458,PRJNA554315,SAMN12262144,nifH_1,NA,NA,2017-7-30,NA,5,NA,Atlantic Ocean,35.28 N 64.26 W,NA,NA,Bermuda_1,PCR,METAGENOMIC,NA,simple
SRR9675239,Tang_2020,NA,SRP214458,PRJNA554315,SAMN12262145,nifH_2,NA,NA,2017-7-31,NA,5,NA,Atlantic Ocean,38.28 N 63.74 W,NA,NA,Bermuda_2,PCR,METAGENOMIC,NA,simple
SRR9675240,Tang_2020,NA,SRP214458,PRJNA554315,SAMN12262146,nifH_3,NA,NA,2017-8-1,NA,5,NA,Atlantic Ocean,41.88 N 64.94 W,NA,NA,Bermuda_3,PCR,METAGENOMIC,NA,simple
SRR9675241,Tang_2020,NA,SRP214458,PRJNA554315,SAMN12262147,nifH_4,NA,NA,2017-8-2,NA,5,NA,Atlantic Ocean,42.26 N 67.83 W,NA,NA,Bermuda_4,PCR,METAGENOMIC,NA,simple
Turk001.60663,NEMO,NA,NA,PRJNA1062391,SAMN39296932,NA,NA,Transect,2014-8-19,6:40:00,5,2,NA,NA,33.118,-120.064,NA,NA,METAGENOMIC,20,NA
Turk002.60836,NEMO,NA,NA,PRJNA1062391,SAMN39296940,NA,NA,CCS eddies,2014-8-22,6:30:00,25,20,NA,NA,34.9088,-127.259,NA,NA,METAGENOMIC,0.2,NA
Turk003.64283,NEMO,NA,NA,PRJNA1062391,SAMN39296948,NA,NA,Transect,2014-8-27,6:01:00,25,46,NA,NA,26.5433,-138.514,NA,NA,METAGENOMIC,Sterivex,NA
Turk004.61107,NEMO,NA,NA,PRJNA1062391,SAMN39296954,NA,NA,Transect,2014-8-28,18:00:00,25,52,NA,NA,27.2813,-140.382,NA,NA,METAGENOMIC,0.2,NA
Turk005.61293,NEMO,NA,NA,PRJNA1062391,SAMN39296964,NA,NA,Bloom 1,2014-8-30,21:30:00,25,67,NA,NA,28.817,-141.583,NA,NA,METAGENOMIC,0.2,NA
Turk006.61492,NEMO,NA,NA,PRJNA1062391,SAMN39296972,NA,NA,Transect,2014-9-2,18:00:00,130,83,NA,NA,29.5112,-147.451,NA,NA,METAGENOMIC,0.2,NA
Turk007.61980,NEMO,NA,NA,PRJNA1062391,SAMN39296980,NA,NA,Tery,2014-9-9,12:00:00,130,107,NA,NA,25.3768,-150.989,NA,NA,METAGENOMIC,0.2,NA
Turk010.60665,NEMO,NA,NA,PRJNA1062391,SAMN39296933,NA,NA,Transect,2014-8-19,6:40:00,25,2,NA,NA,33.118,-120.064,NA,NA,METAGENOMIC,20,NA
Turk011.60838,NEMO,NA,NA,PRJNA1062391,SAMN39296941,NA,NA,CCS eddies,2014-8-22,6:30:00,25,20,NA,NA,34.9088,-127.259,NA,NA,METAGENOMIC,0.2,NA
Turk012.64287,NEMO,NA,NA,PRJNA1062391,SAMN39296949,NA,NA,Transect,2014-8-27,6:01:00,145,46,NA,NA,26.5433,-138.514,NA,NA,METAGENOMIC,Sterivex,NA
Turk013.61115,NEMO,NA,NA,PRJNA1062391,SAMN39296956,NA,NA,Transect,2014-8-28,18:00:00,130,52,NA,NA,27.2813,-140.382,NA,NA,METAGENOMIC,0.2,NA
Turk014.61297,NEMO,NA,NA,PRJNA1062391,SAMN39296965,NA,NA,Bloom 1,2014-8-30,21:30:00,112,67,NA,NA,28.817,-141.583,NA,NA,METAGENOMIC,0.2,NA
Turk015.61600,NEMO,NA,NA,PRJNA1062391,SAMN39296973,NA,NA,Bloom 2,2014-9-4,6:00:00,25,88,NA,NA,30.3282,-150.24,NA,NA,METAGENOMIC,0.2,NA
Turk016.62051,NEMO,NA,NA,PRJNA1062391,SAMN39296981,NA,NA,Hawaii eddies,2014-9-10,10:40:00,25,112,NA,NA,23.7673,-151.516,NA,NA,METAGENOMIC,0.2,NA
Turk019.60667,NEMO,NA,NA,PRJNA1062391,SAMN39296934,NA,NA,Transect,2014-8-19,6:40:00,48,2,NA,NA,33.118,-120.064,NA,NA,METAGENOMIC,20,NA
Turk020.60875,NEMO,NA,NA,PRJNA1062391,SAMN39296942,NA,NA,CCS eddies,2014-8-23,6:10:00,25,37,NA,NA,33.8698,-128.799,NA,NA,METAGENOMIC,0.2,NA
